id,name
4950,Jonas Brothers
4951,Jordin Sparks
4952,Kult
4953,Lacrimosa
4954,Lard
4955,Lenka
4956,London After Midnight
4957,Manufactura
4958,Marco V
4959,Margareds'
4960,Maria Peszek
4961,Meat Beat Manifesto
4962,Monrose
4963,Muchy
4964,My Dying Bride
4965,Narsilion
4966,Navicon Torture Technologies
4967,Negură Bunget
4968,Neon Cage Experiment
4969,Nitzer Ebb
4970,Noisex
4971,Noisuf-X
4972,Nurzery [Rhymes]
4973,Object
4974,Obszön Geschöpf
4975,Otto Dix
4976,Pain
4977,Panic Lift
4978,Pig
4979,Pride And Fall
4980,Pussycat Dolls
4981,Qntal
4982,Rbd
4983,Reaper
4984,Renton
4985,Run Level Zero
4986,Saliva
4987,Sam
4988,Sandra Nasic
4989,Sara Bareilles
4990,Satyricon
4991,Shania Twain
4992,Snowman
4993,Solitary Experiments
4994,Soman
4995,Sonata Arctica
4996,Sopor Aeternus & The Ensemble Of Shadows
4997,Spetsnaz
4998,Spin Doctors
4999,State Of The Union
5000,Stoa
5001,Sunblock
5002,Supreme Court
5003,Sweeney Todd
5004,Sweeney Todd - The Demon Barber Of Fleet Street
5005,Sweet Noise
5006,Szymon Wydra & Carpe Diem
5007,T.Love
5008,Tamtrum
5009,The Last Goodnight
5010,The Pointer Sisters
5011,Theatre Of Tragedy
5012,Tiger Army
5013,Trisomie 21
5014,Trobar De Morte
5015,Turmion Kätilöt
5016,Unheilig
5017,Unterart
5018,Virgin Black
5019,White Zombie
5020,X-Fusion
5021,Xotox
5022,Xp8
5023,Zbigniew Preisner
5024,Zombie Girl
5025,[:Sitd:]
5026,Świetliki I Linda
5027,1990S
5028,2 Unlimited
5029,3 Colours Red
5030,A
5031,A Frames
5032,Aberfeldy
5033,Acceptance
5034,Ace
5035,Acoustic Ladyland
5036,Adam And The Ants
5037,Aim
5038,Airbourne
5039,Al Stewart
5040,Alabama 3
5041,Alberta Cross
5042,Alex Party
5043,Allison Crowe
5044,Alterkicks
5045,Anechoic
5046,Arcade Fire & David Bowie
5047,Archie Bronson Outfit
5048,Architects
5049,Atomic Rooster
5050,Audiovent
5051,Average White Band
5052,Backyard Babies
5053,Barefoot
5054,Battle
5055,Beachwood Sparks
5056,Belasco
5057,Belleruche
5058,Ben'S Brother
5059,Beverley Knight
5060,Billy Bragg
5061,Bird York
5062,Black Cab
5063,Black Francis
5064,Black Label Society
5065,Black Stone Cherry
5066,Black Wire
5067,Blackbud
5068,Blind Melon
5069,Blues Brothers
5070,Booker T. & The Mg'S
5071,Brakes
5072,Bread
5073,Breaks Co-Op
5074,Brendan Benson
5075,Cage The Elephant
5076,Cajun Dance Party
5077,Canned Heat
5078,Captain
5079,Carpark North
5080,Carrie Underwood
5081,Catherine Feeny
5082,Cave In
5083,Cherry Ghost
5084,Chris Daughtry
5085,Clearlake
5086,Clutch
5087,Cold
5088,Comets On Fire
5089,Cord
5090,Corona
5091,Cosmic Rough Riders
5092,Creed
5093,Daniel Merriweather
5094,Daniel Powter
5095,Darren Hayes
5096,David Sanborn
5097,Dawn Penn
5098,Desmond Dekker
5099,Dexys Midnight Runners
5100,Diamond Nights
5101,Dizzee Rascal
5102,Dogs
5103,Donavon Frankenreiter
5104,Dubstar
5105,Duels
5106,Duke Special
5107,Eddie Floyd
5108,Eddy Grant
5109,Ednaswap
5110,Eighteen Visions
5111,Elf Power
5112,Elin Sigvardsson
5113,Elvis Costello & The Attractions
5114,Estelle
5115,Etta James
5116,Euphoria
5117,Ex Pistols
5118,Field Music
5119,Fine Young Cannibals
5120,Flobots
5121,Fontella Bass
5122,Frankie Goes To Hollywood
5123,Frankie Lymon & The Teenagers
5124,Frausdots
5125,Free
5126,Fruit Bats
5127,Fun Lovin' Criminals
5128,Garnett Silk
5129,Gene Vincent
5130,George Thorogood
5131,George Thorogood & The Destroyers
5132,Georges Delerue
5133,Get Set Go
5134,Giacomo Puccini
5135,Gil Scott-Heron
5136,Golden Earring
5137,Golden Smog
5138,Goldspot
5139,Grandmaster Flash & The Furious Five
5140,Griffin House
5141,Half Man Half Biscuit
5142,Happy Mondays
5143,Harrisons
5144,Haven
5145,Hayley Westenra
5146,Hell Is For Heroes
5147,Hinder
5148,Holopaw
5149,Hope
5150,Horace Andy
5151,Howlin Rain
5152,Humanzi
5153,Hundred Reasons
5154,I Was A Cub Scout
5155,Ian Dury And The Blockheads
5156,Iliketrains
5157,Infadels
5158,Inme
5159,Jack Savoretti
5160,James Dean Bradfield
5161,James Morrison
5162,Jamie Woon
5163,Jane Taylor
5164,Janis Ian
5165,Japan
5166,Jesse Sykes & The Sweet Hereafter
5167,Jimmy Ruffin
5168,Johann Strauss Ii
5169,John Fogerty
5170,John Lee Hooker
5171,"John Lee Hooker, Jr."
5172,John Vanderslice
5173,Johnny Cash & June Carter
5174,Johnny Flynn
5175,Johnny Kidd & The Pirates
5176,Josh Kelley
5177,Josh Pyke
5178,Josh Rouse
5179,Jr. Walker & The All Stars
5180,Junior Murvin
5181,Justin Nozuka
5182,Karine Polwart
5183,Katherine Jenkins
5184,Kathleen Edwards
5185,Keith
5186,Kelly Jones
5187,King Creosote
5188,Kingbathmat
5189,"Kitty, Daisy And Lewis"
5190,Kode9 + The Space Ape
5191,Komakino
5192,Kubb
5193,Kubichek!
5194,Kula Shaker
5195,Layo & Bushwacka!
5196,Leaves
5197,"Lee ""Scratch"" Perry & The Upsetters"
5198,Leon Redbone
5199,Levellers
5200,Levy
5201,Linda Ronstadt
5202,Little Feat
5203,Little Jackie
5204,"Loney, Dear"
5205,Longview
5206,Loose Fur
5207,Lostprophets
5208,Love As Laughter
5209,Low Vs. Diamond
5210,Lucie Silvas
5211,Ludes
5212,Lulu
5213,Madita
5214,Madness
5215,Manitoba
5216,Mantronix
5217,Maria Muldaur
5218,Maria Taylor
5219,Marissa Nadler
5220,Mary Mary
5221,Michael Bolton
5222,Michael Burks
5223,Migala
5224,Mighty Dub Katz
5225,Mink Deville
5226,Money Mark
5227,Morning Runner
5228,Mr Hudson & The Library
5229,Mr.S
5230,Ms. Dynamite
5231,Mudhoney
5232,Natural Calamity
5233,Neil Diamond
5234,Nerina Pallot
5235,New Rhodes
5236,Newton Faulkner
5237,Nicole Willis & The Soul Investigators
5238,Nino Rota
5239,Noah And The Whale
5240,Noel Gallagher
5241,P:Ano
5242,Pete Murray
5243,Planet Bliss
5244,Planet Funk
5245,Polly Scattergood
5246,Polytechnic
5247,Project Divinity
5248,Pull Tiger Tail
5249,Pure Reason Revolution
5250,Racoon
5251,Rare Earth
5252,Red Light Company
5253,Reef
5254,Reverend And The Makers
5255,Reverend Horton Heat
5256,Ride
5257,Robert Palmer
5258,Room 5
5259,Rooster
5260,Royworld
5261,Sam & Dave
5262,Sam Brown
5263,Sammy Hagar
5264,Sandi Thom
5265,Sandie Shaw
5266,Sarabeth Tucek
5267,Scott Matthews
5268,Seasick Steve
5269,Serena-Maneesh
5270,Seth Lakeman
5271,Sham 69
5272,Sharleen Spiteri
5273,Shed Seven
5274,Shy Child
5275,Simple Kid
5276,Six By Seven
5277,Six Organs Of Admittance
5278,Sly & The Family Stone
5279,Smokey Robinson & The Miracles
5280,Sol Seppy
5281,Sons And Daughters
5282,Sophie Solomon
5283,Soulsavers
5284,Sparkadia
5285,Spear Of Destiny
5286,Spiderbait
5287,Stealers Wheel
5288,Stephen Fretwell
5289,Steps Pistols
5290,Steriogram
5291,Stoney
5292,Stray Cats
5293,Sylvie Lewis
5294,Tasmin Archer
5295,Teddy Thompson
5296,Terry Callier
5297,Test Icicles
5298,The 88
5299,The Afghan Whigs
5300,The Aggrolites
5301,The Alarm
5302,The Aliens
5303,The Allman Brothers Band
5304,The Alps
5305,The Answer
5306,The Bishops
5307,The Black Crowes
5308,The Blood Arm
5309,The Blue Nile
5310,The Blue Van
5311,The Boo Radleys
5312,The Brand New Heavies
5313,The Checks
5314,The Commitments
5315,The Contours
5316,The Crimea
5317,The Crusaders
5318,The Cult
5319,The D4
5320,The Departure
5321,The Dissociatives
5322,The Dykeenies
5323,The Eames Era
5324,The Exies
5325,The Farm
5326,The Features
5327,The Future Sound Of London
5328,The Heavy
5329,The Helio Sequence
5330,The Hot Puppies
5331,The House Of Love
5332,The Jeff Healey Band
5333,The Knack
5334,The Lodger
5335,The Longcut
5336,The Loose Salute
5337,The Lovetones
5338,The Lucksmiths
5339,The Makers
5340,The Milestone Corporation
5341,The Mission
5342,The Modern Lovers
5343,The Mooney Suzuki
5344,The Morning After Girls
5345,The New Seekers
5346,The Pioneers
5347,The Rascals
5348,The Redwalls
5349,The Seahorses
5350,The Selecter
5351,The Shamen
5352,The Shivers
5353,The Shore
5354,The Shortwave Set
5355,The Skatalites
5356,The Sleeping
5357,The Slides
5358,The Soup Dragons
5359,The Stands
5360,The Surfaris
5361,The Teardrop Explodes
5362,The Tears
5363,The Twang
5364,The Upper Room
5365,The Upsetters
5366,The Voices
5367,The Wannadies
5368,The*Ga*Ga*S
5369,Thunder
5370,Tina Dickow
5371,Tinariwen
5372,Tom & Joyce
5373,Toots & The Maytals
5374,Towers Of London
5375,Transglobal Underground
5376,Trembling Blue Stars
5377,U2 And Green Day
5378,Ufo
5379,Uncle Kracker
5380,Undertheigloo
5381,Union Of Knives
5382,Vashti Bunyan
5383,Vue
5384,Waiwan
5385,Warren Zevon
5386,Was (Not Was)
5387,White Denim
5388,White Rabbits
5389,Whitley
5390,Wild Cherry
5391,Xx Teens
5392,Ziggy Marley
5393,Zomby
5394,Сергей Сергеевич Прокофьев
5395,谭盾
5396,*Nsync
5397,"10,000 Maniacs"
5398,7 Year Bitch
5399,:Of The Wand & The Moon:
5400,A Day To Remember
5401,Aaron Neville
5402,Abra Moore
5403,Abramis Brama
5404,Accept
5405,Achillea
5406,Acid Bath
5407,Acid King
5408,Acrimony
5409,Adiemus
5410,Afro Celt Sound System
5411,After Forever
5412,Agents Of Oblivion
5413,Air Supply
5414,Akron/Family
5415,Al Gromer Khan
5416,Alabama Thunderpussy
5417,Alan Stivell
5418,Alasdair Roberts
5419,Albert Collins
5420,Albert King
5421,Alex De Grassi
5422,Alex Lloyd
5423,Ali Farka Touré With Ry Cooder
5424,Alison Krauss & Union Station
5425,All About Eve
5426,Alpha & Omega
5427,Alter Bridge
5428,American Head Charge
5429,Amethystium
5430,Amon Düül Ii
5431,Amorphous Androgynous
5432,Amy Millan
5433,Ana Johnsson
5434,Andreas Vollenweider
5435,Ania
5436,Ania Dąbrowska
5437,Anja Garbarek
5438,Annihilator
5439,Anouar Brahem Trio
5440,Anouk
5441,Anthrax
5442,Antiloop
5443,Aphrodite'S Child
5444,Archie Bell & The Drells
5445,Argent
5446,Arlo Guthrie
5447,Army Of Anyone
5448,Ash Ra Tempel
5449,Asia
5450,Astroqueen
5451,Auf Der Maur
5452,Augie March
5453,Avantasia
5454,Avishai Cohen
5455,Axel Rudi Pell
5456,Ayo
5457,Ayọ
5458,B'Z
5459,B.B. King & Eric Clapton
5460,Babes In Toyland
5461,Babyface
5462,Banco Del Mutuo Soccorso
5463,Barclay James Harvest
5464,Batmobile
5465,Bbmak
5466,Ben Harper & The Innocent Criminals
5467,Ben Harper And The Blind Boys Of Alabama
5468,Benjamin Biolay
5469,Bernard Fanning
5470,Bessie Smith
5471,Beth Gibbons
5472,Big Brother & The Holding Company
5473,Big Business
5474,Bill Haley & His Comets
5475,Billie The Vision & The Dancers
5476,Billy Bragg & Wilco
5477,Billy Corgan
5478,Billy May
5479,Black Debbath
5480,Black Oak Arkansas
5481,Black Tide
5482,Blake
5483,Blind Willie Mctell
5484,Bliss
5485,Blue
5486,Blue Cheer
5487,Blue October
5488,Blue Öyster Cult
5489,Blues Explosion
5490,Bo Diddley
5491,Boa
5492,Bob Dylan & The Band
5493,Bob Evans
5494,Bob Log Iii
5495,Bobbie Gentry
5496,Bongzilla
5497,Bonnie 'Prince' Billy & Matt Sweeney
5498,Bonnie Raitt
5499,Boris
5500,Boris Vian
5501,Boy Omega
5502,Brad
5503,Brand New Sin
5504,Brant Bjork
5505,Brazil
5506,Brett Dennen
5507,Brian Setzer
5508,Brodka
5509,Bruce Dickinson
5510,Buddy Guy
5511,Budgie
5512,Buffy Sainte-Marie
5513,Burning Spear
5514,Busted
5515,Candan Erçetin
5516,Capsule
5517,Captain Beyond
5518,Cara Dillon
5519,Cargo
5520,Carl Perkins
5521,Cathedral
5522,Catie Curtis
5523,Cee-Lo
5524,Celestial Aeon Project
5525,Celtic Cross
5526,Celtic Woman
5527,Chambao
5528,Charles Trenet
5529,Charlie Daniels
5530,Charlotte Martin
5531,Che
5532,Chris Robinson
5533,Christian Kjellvander
5534,Chroma Key
5535,Cinderella
5536,City And Colour
5537,"Clarence ""Gatemouth"" Brown"
5538,Coco Love Alcorn
5539,Codeine
5540,Colour Haze
5541,Comus
5542,Corrosion Of Conformity
5543,Corvus Corax
5544,Courtney Love
5545,Coverdale/Page
5546,Crash Test Dummies
5547,Crematory
5548,Cristina Branco
5549,Cruachan
5550,Curved Air
5551,Cyann & Ben
5552,Damageplan
5553,Damn Yankees
5554,Dan Bern
5555,Dar Williams
5556,David Coverdale
5557,David Helpling
5558,David Lee Roth
5559,David-Ivar Herman Düne
5560,Dead Meadow
5561,Death Angel
5562,Deep Blue Something
5563,Deer Tick
5564,Delain
5565,Delta Goodrem
5566,Derek And The Dominos
5567,Diamond Head
5568,Diana Ross
5569,Diane Cluck
5570,Dio
5571,Dion
5572,Dixie Chicks
5573,Dj Antoine
5574,Dj Assault
5575,Dokken
5576,Dolly Parton
5577,Dolores O'Riordan
5578,Don Marshall
5579,Donald Fagen
5580,Dorian
5581,Doro
5582,Down
5583,Dozer
5584,Dr. Dog
5585,Dream Evil
5586,Dry Kill Logic
5587,Dub Incorporation
5588,Dubmatix
5589,Duman
5590,Dwarves
5591,E-Rotic
5592,Earshot
5593,Eddie Cochran
5594,Eddie Vedder
5595,Edguy
5596,Edie Brickell & New Bohemians
5597,Edyta Bartosiewicz
5598,El Sueño De Morfeo
5599,Electric Light Orchestra Part Ii
5600,Electric Wizard
5601,Elf
5602,Eliza Carthy
5603,Elmore James
5604,Eluveitie
5605,Emma Shapplin
5606,Emmylou Harris
5607,Empyrium
5608,En Vogue
5609,Entombed
5610,Eric Johnson
5611,Erin Mckeown
5612,Eskimo Joe
5613,Essence
5614,Etta Jones
5615,Evergrey
5616,Everlast
5617,Exodus
5618,Eyehategod
5619,Ez3Kiel
5620,Fabrizio De André
5621,Failure
5622,Fairground Attraction
5623,Fairport Convention
5624,Faith Hill
5625,Fates Warning
5626,Fats Domino
5627,Faun
5628,Faun Fables
5629,Fejd
5630,Fela Kuti
5631,Femi Kuti
5632,Fiction Plane
5633,Fikret Kızılok
5634,Fionn Regan
5635,Fireball Ministry
5636,Firehouse
5637,Fistula
5638,Flower Travellin' Band
5639,Francesco De Gregori
5640,Francesco Guccini
5641,Francis Cabrel
5642,Franco Battiato
5643,Freddie King
5644,Freedy Johnston
5645,Frozen Silence
5646,Funkerman
5647,G3
5648,Galaxie 500
5649,Garmarna
5650,Gary Glitter
5651,George Harrison
5652,Gilbert Bécaud
5653,Gilles Mathieu
5654,Gillian Welch
5655,Glenn Hughes
5656,Goatsnake
5657,Goran Bregović
5658,Gordon Lightfoot
5659,Gotthard
5660,Gov'T Mule
5661,Govi
5662,Graham Lindsey
5663,Graham Nash
5664,Grand Funk Railroad
5665,Grand Magus
5666,Grave Digger
5667,Great Big Sea
5668,Great White
5669,Greg Brown
5670,Gregorian
5671,Grinspoon
5672,Gryphon
5673,Gåte
5674,H-Blockx
5675,Hadise
5676,Halfway To Gone
5677,Hammerfall
5678,Hande Yener
5679,Hanna Pakarinen
5680,Hanoi Rocks
5681,Hans Zimmer
5682,Hanson
5683,Harold Budd
5684,Harold Budd & Brian Eno
5685,"Harold Budd, Simon Raymonde, Robin Guthrie & Elizabeth Fraser"
5686,Harry Chapin
5687,Hasil Adkins
5688,Hawkwind
5689,Hayko Cepkin
5690,Heather Dale
5691,Hello Saferide
5692,Helloween
5693,Hellyeah
5694,Hem
5695,Hermano
5696,Hevia
5697,High On Fire
5698,Hood
5699,Hootie & The Blowfish
5700,Hot Tuna
5701,Howard Shore
5702,Howie B
5703,Howlin' Wolf
5704,Humble Pie
5705,Hurriganes
5706,Hüsnü Şenlendirici
5707,Ian Gillan
5708,In Extremo
5709,Inkubus Sukkubus
5710,Iona
5711,Iris Dement
5712,Iron Butterfly
5713,Israel Vibration
5714,J.J. Cale
5715,Jack Rose
5716,Jackson Browne
5717,Jake Shimabukuro
5718,Jam & Spoon
5719,James Iha
5720,James Taylor
5721,James Yorkston And The Athletes
5722,Jan Garbarek
5723,Jan Hammer
5724,Jann Arden
5725,Jars Of Clay
5726,Jazmine Sullivan
5727,Jeff Tweedy
5728,Jeffrey Lewis
5729,Jennifer Paige
5730,Jenny Owen Youngs
5731,Jerry Cantrell
5732,Jerry Lee Lewis
5733,Jesca Hoop
5734,Jesper Kyd
5735,Jesse Cook
5736,Jim White
5737,Jimmy Buffett
5738,Jimmy Page & The Black Crowes
5739,Joan Armatrading
5740,Joan Osborne
5741,Joe Bonamassa
5742,Joe Dassin
5743,Joe Ely
5744,Joe Henry
5745,Joe Purdy
5746,Joe Walsh
5747,Johan
5748,John Denver
5749,John Fahey
5750,John Hartford
5751,John Hiatt
5752,John Holt
5753,John Martyn
5754,John Mayall
5755,John Mayall & The Bluesbreakers
5756,John Prine
5757,Johnny Tillotson
5758,Johnny Winter
5759,Jon & Vangelis
5760,Jon Bon Jovi
5761,Jonas Hellborg
5762,Jonathan Coulton
5763,Jonny Lang
5764,Jorane
5765,Josephine Foster
5766,Josh Ritter
5767,Joshua Radin
5768,Joy Denalane
5769,Juana Molina
5770,Jude
5771,June Madrona
5772,June Tabor
5773,K
5774,K.D. Lang
5775,Karen Dalton
5776,Kargo
5777,Karl Jenkins
5778,Karma To Burn
5779,Kasey Chambers
5780,Kashmir
5781,Kate Rusby
5782,Kate Voegele
5783,Kate Walsh
5784,Keiko Matsui
5785,Kenan Doğulu
5786,Kenny Rogers
5787,Khadja Nin
5788,Kin
5789,King Diamond
5790,Kingdom Come
5791,Kirsty Maccoll
5792,Kitaro
5793,Koko Taylor
5794,Korpiklaani
5795,Kotoko
5796,Kristin Hersh
5797,Krokus
5798,Kumm
5799,Kyo
5800,Kıraç
5801,L'Arc~En~Ciel
5802,L'Aura
5803,L7
5804,La Phaze
5805,Laleh
5806,Landon Pigg
5807,Lara Fabian
5808,Laïs
5809,Le Orme
5810,Le Peuple De L'Herbe
5811,Lead Belly
5812,"Lee ""Scratch"" Perry"
5813,Leigh Nash
5814,Leo Kottke
5815,Leonid Rudenko
5816,Les Rita Mitsouko
5817,Lesiëm
5818,Life Of Agony
5819,Lightnin' Hopkins
5820,Lindisfarne
5821,Liquid Tension Experiment
5822,Lisa Gerrard
5823,Lisa Loeb
5824,Lisa Lynne
5825,Lisa Miskovsky
5826,Lit
5827,Little Walter
5828,Little Wings
5829,Locust Toybox
5830,Loons
5831,Lordi
5832,Lori Mckenna
5833,Los Fabulosos Cadillacs
5834,Lou Rhodes
5835,Loudon Wainwright Iii
5836,Lowrider
5837,Lucio Dalla
5838,Luis Miguel
5839,Lumsk
5840,Lunachicks
5841,Léo Ferré
5842,M2M
5843,Macy Gray
5844,Mad Professor
5845,Maggot Brain
5846,Magna Canta
5847,Magnum
5848,Mallu Magalhães
5849,Malvina Reynolds
5850,Mano Solo
5851,Manu Katché
5852,Marc Broussard
5853,"Marc Seales, Composer. New Stories. Ernie Watts, Saxophone."
5854,Mare
5855,Maria Mena
5856,Mariee Sioux
5857,Marié Digby
5858,Mark Lanegan
5859,Marty Friedman
5860,Martyn Bennett
5861,Mary Black
5862,Mary Chapin Carpenter
5863,Mary Gauthier
5864,Masada
5865,Mason Jennings
5866,Masters Of Reality
5867,Mcauley-Schenker Group
5868,Mcfly
5869,Meat Puppets
5870,Mediæval Bæbes
5871,Melanie
5872,Melvins
5873,Memphis Slim
5874,Mercan Dede
5875,Mercedes Sosa
5876,Metal Church
5877,Mi And L'Au
5878,Michael Brook
5879,Michael Hedges
5880,Michael Nyman
5881,Michael Schenker Group
5882,Michael W. Smith
5883,Michelle Shocked
5884,Mickey 3D
5885,Midge Ure
5886,Midnattsol
5887,Modena City Ramblers
5888,Moist
5889,Molly Hatchet
5890,Monster Magnet
5891,Mor Ve Ötesi
5892,Mother Love Bone
5893,Movietone
5894,Moya Brennan
5895,Mud
5896,Muddy Waters
5897,Mustasch
5898,Mute Math
5899,Mythos
5900,Nanci Griffith
5901,Nashville Pussy
5902,Nebula
5903,Neil Young & Pearl Jam
5904,Nena
5905,New London Fire
5906,Nick Cave And Warren Ellis
5907,Nilüfer
5908,Nina Sky
5909,Nizlopi
5910,Nneka
5911,Norfolk & Western
5912,North Mississippi Allstars
5913,Nothingface
5914,Nucleus Roots
5915,Ojos De Brujo
5916,Old Crow Medicine Show
5917,Om
5918,Omnia
5919,Open Hand
5920,Orange Blossom
5921,Orange Goblin
5922,Orishas
5923,Otis Rush
5924,Over The Rhine
5925,Overkill
5926,P.O.D.
5927,Palace Music
5928,Patrice Rushen
5929,Patty Griffin
5930,Paul Gilbert
5931,Paul Westerberg
5932,Paulo Raposo
5933,Penguin Cafe Orchestra
5934,Pentagram
5935,Pete Seeger
5936,Peter Cincotti
5937,Peter Sarstedt
5938,"Peter, Paul & Mary"
5939,Phil Ochs
5940,Pinhani
5941,Pink Cream 69
5942,Pink Fairies
5943,Planxty
5944,Poets Of The Fall
5945,Powderfinger
5946,Prem Joshua
5947,Premiata Forneria Marconi
5948,Pride & Glory
5949,Priestess
5950,Primal Fear
5951,Probot
5952,Procol Harum
5953,Professor Longhair
5954,R.L. Burnside
5955,Ra
5956,Rachid Taha
5957,Rage
5958,Rainer Maria
5959,Ratt
5960,Reba Mcentire
5961,Rebel Meets Rebel
5962,Red House Painters
5963,Renaud
5964,Richard And Linda Thompson
5965,Richard Thompson
5966,Richie Havens
5967,Rick Wakeman
5968,Rino Gaetano
5969,Ritchie Valens
5970,Robert Johnson
5971,Robert Plant & Alison Krauss
5972,Robert Rich
5973,Robin Trower
5974,Roddy Woomble
5975,Rodrigo Rodriguez
5976,Rodrigo Y Gabriela
5977,Roger Whittaker
5978,Ronan Hardiman
5979,Rory Gallagher
5980,Rose Hill Drive
5981,Rose Melberg
5982,Roy Buchanan
5983,Roy Harper
5984,Rubik
5985,Running Wild
5986,Runrig
5987,Ry Cooder
5988,Ryan Adams & The Cardinals
5989,Ryan Cabrera
5990,Sabaton
5991,Sacred Spirit
5992,Saint Vitus
5993,Sanctuary
5994,Sandy Denny
5995,Sarah Harmer
5996,Savatage
5997,Savoy Brown
5998,Saxon
5999,Scanners
6000,Schiller
6001,Scott Stapp
6002,Scott Weiland
6003,Screaming Trees
6004,Sebastian Bach
6005,Secondhand Serenade
6006,Secret Garden
6007,Selim Sesler
6008,Seu Jorge
6009,Sevendust
6010,Shayne Ward
6011,Sheavy
6012,Shuggie Otis
6013,Sibylle Baier
6014,Sigur Rós & Hilmar Örn Hilmarsson
6015,Simone White
6016,Sir Lord Baltimore
6017,Skid Row
6018,Skip James
6019,Slash'S Snakepit
6020,Slayer
6021,Sleep
6022,Sleepy John Estes
6023,Slo Burn
6024,Sly & Robbie
6025,Smile Empty Soul
6026,Soil
6027,Solace
6028,Son House
6029,Son Volt
6030,Sonny Boy Williamson
6031,Sons Of Otis
6032,Soul Coughing
6033,Southern Culture On The Skids
6034,Spirit Caravan
6035,Spirit Of The West
6036,Spiritual Beggars
6037,Sponge
6038,Steeleye Span
6039,Steely Dan
6040,Stephan Micus
6041,Steppenwolf
6042,Steve Hackett
6043,Steve Harley & Cockney Rebel
6044,Steve Roach
6045,Steven Seagal
6046,Stevie Ray Vaughan
6047,Stevie Ray Vaughan And Double Trouble
6048,Stidiek
6049,Stille Volk
6050,Strawbs
6051,Supersuckers
6052,Syd Barrett
6053,T-Bone Walker Quintet
6054,Tagtraum
6055,Taj Mahal
6056,Tanita Tikaram
6057,Tantric
6058,Taraf De Haïdouks
6059,Tarja
6060,Tarot
6061,Tarwater
6062,Taste
6063,Team Sleep
6064,Teitur
6065,Temple Of The Dog
6066,Teoman
6067,Testament
6068,Thalía
6069,The American Analog Set
6070,The Atomic Bitchwax
6071,The Carter Family
6072,The Charlie Daniels Band
6073,The Chieftains
6074,The Coasters
6075,The Derek Trucks Band
6076,The Dubliners
6077,The Durutti Column
6078,The Edgar Winter Group
6079,The Everly Brothers
6080,The Funky Lowlives
6081,The Gaylads
6082,The Gits
6083,The Glitter Band
6084,The Groundhogs
6085,The Guggenheim Grotto
6086,The Incredible String Band
6087,The Innocence Mission
6088,The J. Geils Band
6089,The Jeff Beck Group
6090,The Jon Spencer Blues Explosion
6091,The King'S Singers
6092,The Kingston Trio
6093,The Mayfield Four
6094,The Microphones
6095,The Mushroom River Band
6096,The New Amsterdams
6097,The Nightwatchman
6098,The Nitty Gritty Dirt Band
6099,The Outlaws
6100,The Pentangle
6101,The Pillows
6102,The Pogues
6103,The Rankin Family
6104,The Real Mckenzies
6105,The Rembrandts
6106,The Rockfords
6107,The Shadows
6108,The Sisters Of Mercy
6109,The Skygreen Leopards
6110,The Sword
6111,The Whitlams
6112,The Wreckers
6113,The Yardbirds
6114,Thenolifeking
6115,This Day & Age
6116,Thornley
6117,Thousand Foot Krutch
6118,Three Fish
6119,Throttlerod
6120,Tiktak
6121,Tim Buckley
6122,Tim Hecker
6123,Tina Arena
6124,Tito & Tarantula
6125,To/Die/For
6126,Toadies
6127,Tom Baxter
6128,Tommy Bolin
6129,Tony Joe White
6130,Torche
6131,Townes Van Zandt
6132,Trapeze
6133,Trapt
6134,Travel By Sea
6135,Travka
6136,Trevor Jones
6137,Tricky Means
6138,Tripping Daisy
6139,Trisha Yearwood
6140,Tristan Feldbauer
6141,Tristan Prettyman
6142,Triumph
6143,Truckfighters
6144,Trustcompany
6145,Twisted Sister
6146,U.D.O.
6147,Ufomammut
6148,Ugly Kid Joe
6149,Uncle Tupelo
6150,Unida
6151,Uniting Nation
6152,Urban Trad
6153,Urma
6154,Utada
6155,Vader
6156,Van Halen
6157,Vangelis
6158,Vanilla Fudge
6159,Verdena
6160,Vic Chesnutt
6161,Victoria Williams
6162,Vienna Teng
6163,Värttinä
6164,W.A.S.P.
6165,Warsaw Village Band
6166,Wellwater Conspiracy
6167,Why?
6168,William Coulter
6169,Willie Dixon
6170,Willie Nelson
6171,Willy Mason
6172,Witch
6173,Witchcraft
6174,Woody Guthrie
6175,Xandria
6176,Yanni
6177,Zakk Wylde
6178,Zardanadam
6179,Zenzile
6180,Zion Train
6181,Zombi
6182,Zucchero
6183,Zwan
6184,Zz Top
6185,Ария
6186,Дмитрий Дмитриевич Шостакович
6187,Мельница
6188,فيروز
6189,新居昭乃
6190,浜崎あゆみ
6191,Antony
6192,Bogdan Raczynski
6193,Dan Sartain
6194,Get Shakes
6195,Lonestar
6196,Peter Bruntnell
6197,The Hours
6198,9 Lazy 9
6199,Afu-Ra
6200,Alberto Iglesias
6201,Alice Russell
6202,Angelfish
6203,Antonín Dvořák
6204,Antônio Carlos Jobim & Elis Regina
6205,Art Ensemble Of Chicago
6206,Art Of Trance
6207,Astor Piazzolla
6208,Aterciopelados
6209,Augustus Pablo
6210,Ayub Ogada
6211,Babasónicos
6212,Bad Brains
6213,Bebe
6214,Biosphere
6215,Blindside
6216,Boban Marković Orkestar
6217,Bomb The Bass
6218,Breed77
6219,Brigitte Fontaine
6220,Café Tacvba
6221,Carl Orff
6222,Cesária Évora
6223,Cherryvata
6224,Chico Buarque
6225,Colleen
6226,Coralie Clément
6227,Criteria
6228,Cryptopsy
